Category,Message,transformed_msg
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an end repli end jsco
0,Host-based IDPS for linux systems.,idp linux system
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,Don no da:)whats you plan?,da what plan
0,Ill be there on  &lt;#&gt;  ok.,ill lt gt ok
0,Oh my God. I'm almost home,oh god almost home
0,Total video converter free download type this in google search:),total video convert free download type googl search
1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thank vote sing along star karaok mobil free link repli sing
0,Sounds like something that someone testing me would sayy,sound like someth someon test would sayi
0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,u love someon dont make love u much u love much dont want love anyon except gud nit
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",pete phone still jenni colleg
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oop sorri check mind pick tomo half eight station would ok
0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",hey sweet wonder moment might come want send file someon wo go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey
0,Hows the champ just leaving glasgow!,how champ leav glasgow
0,K:)all the best:)congrats...,k best congrat
0,I wonder if you'll get this text?,wonder get text
0,I need to come home and give you some good lovin...,need come home give good lovin
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
0,Shall i ask one thing if you dont mistake me.,shall ask one thing dont mistak
0,Check wid corect speling i.e. Sarcasm,check wid corect spele sarcasm
1,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",urgent mobil award bonu caller prize 2nd attempt contact call box95qu bt nation rate
0,Are you angry with me. What happen dear,angri happen dear
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui
0,Yup ok thanx...,yup ok thanx
0,Hi:)cts employee how are you?,hi ct employe
0,Pls pls find out from aunt nike.,pl pl find aunt nike
0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow love sooo much know bare stand wonder day goe well love think miss
0,No screaming means shouting..,scream mean
0,Hey what happen de. Are you alright.,hey happen de alright
0,Should I have picked up a receipt or something earlier,pick receipt someth earlier
0,I think chennai well settled?,think chennai well settl
0,Oh dang! I didn't mean o send that to you! Lol!,oh dang mean send lol
0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,unfortun found pick sister airport even think go tri go one th
0,Horrible bf... I now v hungry...,horribl bf v hungri
0,Remember on that day..,rememb
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia 7250i get win free auction take part send nokia 86021
0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,feel real valentin yo valentin even tho u hardli play
0,All sounds good. Fingers . Makes it difficult to type,sound good finger make difficult type
0,Midnight at the earliest,midnight earliest
0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,sure tri make xavier smoke want smoke told smoke much
0,K come to nordstrom when you're done,k come nordstrom done
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,u konw waht rael friendship im gving yuo exmpel jsut ese tih evrey splle tih msg bt sitll yuo ra wihtuot ayn goodnight amp nice
0,Now press conference da:),press confer da
1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli
0,After completed degree. There is no use in joining finance.,complet degre use join financ
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",good afternoon love job prospect miss lazi bleak hmmm happi fill love
0,Shant disturb u anymore... Jia you...,shant disturb u anymor jia
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer need buy earli co buy got ta park car
0,"Me, i dont know again oh",dont know oh
0,Dude sux for snake. He got old and raiden got buff,dude sux snake got old raiden got buff
0,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get ass back south tampa prefer kegger
0,In e msg jus now. U said thanks for gift.,e msg ju u said thank gift
0,U too...,u
0,Ok how you dear. Did you call chechi,ok dear call chechi
0,Yeah we do totes. When u wanna?,yeah tote u wan na
0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ok found di pierr cardin one look normal cost 20 sale
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm bodi learn use want know
0,Wat r u doing?,wat r u
0,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,messag truro hospit ext phone phone side
0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",singl line big mean miss anyth 4 ur best life miss ur best life anyth gud nyt
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",got ga money chanc gang want go grand natur adventur
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,dnt worri use ice piec cloth take 2 tablet
0,Dude just saw a parked car with its sunroof popped up. Sux,dude saw park car sunroof pop sux
0,Get ready to put on your excellent sub face :),get readi put excel sub face
0,Tmrw. Im finishing 9 doors,tmrw im finish 9 door
0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank
0,I am late. I will be there at,late
0,"whatever, im pretty pissed off.",whatev im pretti piss
0,I dont have that much image in class.,dont much imag class
0,No:-)i got rumour that you going to buy apartment in chennai:-),got rumour go buy apart chennai
0,Near kalainar tv office.thenampet,near kalainar tv
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ur current 500 pound maxim ur send go 86688 cc 08718720201
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,si catch e show e afternoon watch w c u wan 2 watch today tmr lor
0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",sound gd haha wah u yan jiu fast liao
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nosi guess idk react freak
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",rememb hurt day satan impost pay price destini keep go u said pray get mind get
0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga
0,"Why is that, princess? I bet the brothas are all chasing you!",princess bet brotha chase
0,"I shall book chez jules for half eight, if that's ok with you?",shall book chez jule half eight ok
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room someth
0,"Yep, at derek's house now, see you Sunday &lt;3",yep derek hous see sunday lt 3
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",cool let know kick around lt gt day
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wonder would okay call uncl john let know thing nigeria r lt gt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
0,There are no other charges after transfer charges and you can withdraw anyhow you like,charg transfer charg withdraw anyhow like
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
0,At 4. Let's go to bill millers,let go bill miller
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul fire spark flame big rawr flame xoxo
